id,channel_id,timestamp,subscriber_count
73,18,2024-12-21 10:32:18.389789,1696
74,19,2024-12-21 10:32:18.953361,9263
75,20,2024-12-21 10:32:19.797977,9027
76,21,2024-12-21 10:32:20.324353,14144
77,22,2024-12-21 10:32:20.798489,8175
78,23,2024-12-21 10:32:21.463598,23559
79,24,2024-12-21 10:32:22.448792,7103
80,25,2024-12-21 10:32:22.932150,11877
81,21,2024-12-21 10:32:23.435363,14144
82,26,2024-12-21 10:32:23.886264,19834
83,1,2024-12-21 18:17:10.403866,4528
84,2,2024-12-21 18:17:11.662843,5824
85,3,2024-12-21 18:17:12.157623,23667
86,4,2024-12-21 18:17:12.699684,74817
87,5,2024-12-21 18:17:13.324135,31048
88,6,2024-12-21 18:17:13.940757,19680
89,7,2024-12-21 18:17:14.834446,18290
90,8,2024-12-21 18:17:15.800681,25919
91,9,2024-12-21 18:17:16.223868,8455
92,10,2024-12-21 18:17:16.879745,21519
93,11,2024-12-21 18:17:17.263129,12205
94,12,2024-12-21 18:17:17.806638,21757
95,13,2024-12-21 18:17:18.593840,8799
96,14,2024-12-21 18:17:19.367958,48400
97,15,2024-12-21 18:17:19.716024,52438
98,16,2024-12-21 18:17:20.686790,5117
99,17,2024-12-21 18:17:21.410060,22949
100,18,2024-12-21 18:17:21.869114,1696
101,19,2024-12-21 18:17:22.484844,9264
102,20,2024-12-21 18:17:23.110630,9026
103,21,2024-12-21 18:17:23.578037,14145
104,22,2024-12-21 18:17:24.249765,8179
105,23,2024-12-21 18:17:24.761393,23563
106,24,2024-12-21 18:17:25.902837,7104
107,25,2024-12-21 18:17:26.462875,11872
108,21,2024-12-21 18:17:27.290875,14145
109,26,2024-12-21 18:17:28.002279,19834
110,1,2024-12-22 18:33:25.304988,4535
111,2,2024-12-22 18:33:27.017870,5836
112,3,2024-12-22 18:33:27.853947,23693
113,4,2024-12-22 18:33:28.935222,74838
114,5,2024-12-22 18:33:30.324550,31064
115,6,2024-12-22 18:33:31.245790,19684
116,7,2024-12-22 18:33:32.843529,18290
117,8,2024-12-22 18:33:34.826476,25925
118,9,2024-12-22 18:33:36.055536,8464
119,10,2024-12-22 18:33:37.363289,21533
120,11,2024-12-22 18:33:38.284037,12208
121,12,2024-12-22 18:33:39.435446,21770
122,13,2024-12-22 18:33:41.376778,8815
123,14,2024-12-22 18:33:42.576715,48401
124,15,2024-12-22 18:33:43.262031,52422
125,16,2024-12-22 18:33:46.117477,5120
126,17,2024-12-22 18:33:47.706371,22954
127,18,2024-12-22 18:33:49.529445,1694
128,19,2024-12-22 18:33:50.839832,9267
129,20,2024-12-22 18:33:52.375283,9022
130,21,2024-12-22 18:33:53.506456,14138
131,22,2024-12-22 18:33:54.375057,8174
132,23,2024-12-22 18:33:55.914279,23576
133,24,2024-12-22 18:33:58.131248,7103
134,25,2024-12-22 18:33:59.321574,11869
135,21,2024-12-22 18:34:00.525724,14138
136,26,2024-12-22 18:34:01.628936,19832
137,1,2024-12-23 16:01:38.740539,4551
138,2,2024-12-23 16:01:39.979549,5854
139,3,2024-12-23 16:01:40.504079,23712
140,4,2024-12-23 16:01:41.023030,74667
141,5,2024-12-23 16:01:41.708172,31075
142,6,2024-12-23 16:01:42.400790,19692
143,7,2024-12-23 16:01:43.264362,18297
144,8,2024-12-23 16:01:44.127510,25942
145,9,2024-12-23 16:01:44.722858,8468
146,10,2024-12-23 16:01:45.416783,21553
147,11,2024-12-23 16:01:45.814928,12213
148,12,2024-12-23 16:01:46.289931,21775
149,13,2024-12-23 16:01:47.255474,8834
150,14,2024-12-23 16:01:48.063218,48384
151,15,2024-12-23 16:01:48.457519,52431
152,16,2024-12-23 16:01:49.471745,5123
153,17,2024-12-23 16:01:50.007306,22969
154,18,2024-12-23 16:01:50.571320,1693
155,19,2024-12-23 16:01:51.418155,9268
156,20,2024-12-23 16:01:52.191179,9022
157,21,2024-12-23 16:01:52.697548,14133
158,22,2024-12-23 16:01:53.394006,8178
159,23,2024-12-23 16:01:54.162338,23578
160,24,2024-12-23 16:01:55.426000,7105
161,25,2024-12-23 16:01:56.222262,11848
162,21,2024-12-23 16:01:56.995372,14133
163,26,2024-12-23 16:01:57.758067,19838
164,1,2024-12-23 19:54:38.806582,4554
165,2,2024-12-23 19:54:39.958944,5858
166,3,2024-12-23 19:54:40.488989,23708
167,4,2024-12-23 19:54:41.016492,74634
168,5,2024-12-23 19:54:41.754095,31082
169,6,2024-12-23 19:54:42.421627,19693
170,7,2024-12-23 19:54:43.362941,18299
171,8,2024-12-23 19:54:44.403073,25943
172,9,2024-12-23 19:54:45.128115,8469
173,10,2024-12-23 19:54:45.703683,21562
174,11,2024-12-23 19:54:46.235513,12215
175,12,2024-12-23 19:54:46.807122,21777
176,13,2024-12-23 19:54:47.701287,8832
177,14,2024-12-23 19:54:48.470051,48376
178,15,2024-12-23 19:54:48.839695,52435
179,16,2024-12-23 19:54:49.889426,5122
180,17,2024-12-23 19:54:50.505332,22965
181,18,2024-12-23 19:54:51.153429,1693
182,19,2024-12-23 19:54:51.950554,9270
183,20,2024-12-23 19:54:52.900262,9022
184,21,2024-12-23 19:54:53.756178,14137
185,22,2024-12-23 19:54:54.563625,8182
186,23,2024-12-23 19:54:55.071439,23578
187,24,2024-12-23 19:54:55.995308,7107
188,25,2024-12-23 19:54:56.485723,11848
189,21,2024-12-23 19:54:57.074531,14137
190,26,2024-12-23 19:54:57.616178,19839
191,1,2024-12-23 20:34:21.521107,4554
192,2,2024-12-23 20:34:22.637301,5857
193,3,2024-12-23 20:34:23.174457,23708
194,4,2024-12-23 20:34:23.713167,74634
195,5,2024-12-23 20:34:24.421774,31082
196,6,2024-12-23 20:34:25.281123,19696
197,7,2024-12-23 20:34:26.229106,18299
198,8,2024-12-23 20:34:27.331532,25943
199,9,2024-12-23 20:34:28.129491,8472
200,10,2024-12-23 20:34:28.651693,21562
201,11,2024-12-23 20:34:29.067545,12215
202,12,2024-12-23 20:34:29.603723,21777
203,13,2024-12-23 20:34:30.390248,8835
204,14,2024-12-23 20:34:31.096804,48375
205,15,2024-12-23 20:34:31.434042,52437
206,16,2024-12-23 20:34:32.511211,5122
207,17,2024-12-23 20:34:32.986295,22963
208,18,2024-12-23 20:34:33.686534,1693
209,19,2024-12-23 20:34:34.286286,9270
210,20,2024-12-23 20:34:35.153238,9022
211,21,2024-12-23 20:34:35.692613,14137
212,22,2024-12-23 20:34:36.254721,8183
213,23,2024-12-23 20:34:36.726941,23578
214,24,2024-12-23 20:34:37.788471,7107
215,25,2024-12-23 20:34:38.265235,11846
216,21,2024-12-23 20:34:38.879004,14137
217,26,2024-12-23 20:34:39.418690,19839
218,1,2024-12-24 13:20:24.603457,4653
219,2,2024-12-24 13:20:25.715439,5866
220,3,2024-12-24 13:20:26.369123,23711
221,4,2024-12-24 13:20:26.848323,74763
222,5,2024-12-24 13:20:27.765639,31090
223,6,2024-12-24 13:20:28.452638,19693
224,7,2024-12-24 13:20:29.305182,18295
225,8,2024-12-24 13:20:30.068484,26002
226,9,2024-12-24 13:20:30.510217,8552
227,10,2024-12-24 13:20:30.960621,21661
228,11,2024-12-24 13:20:31.377275,12222
229,12,2024-12-24 13:20:31.883677,21848
230,13,2024-12-24 13:20:32.701480,8917
231,14,2024-12-24 13:20:33.579339,48360
232,15,2024-12-24 13:20:34.017057,52417
233,16,2024-12-24 13:20:35.059786,5126
234,17,2024-12-24 13:20:35.609576,22963
235,18,2024-12-24 13:20:36.192857,1746
236,19,2024-12-24 13:20:36.807309,9267
237,20,2024-12-24 13:20:37.703036,9024
238,21,2024-12-24 13:20:38.219222,14135
239,22,2024-12-24 13:20:38.893291,8188
240,23,2024-12-24 13:20:39.449342,23588
241,24,2024-12-24 13:20:40.619594,7107
242,25,2024-12-24 13:20:41.141203,11836
243,21,2024-12-24 13:20:41.679394,14135
244,26,2024-12-24 13:20:42.188015,19846
245,1,2024-12-24 13:58:02.373057,4659
246,2,2024-12-24 13:58:03.392257,5866
247,3,2024-12-24 13:58:03.864139,23711
248,4,2024-12-24 13:58:04.328901,74763
249,5,2024-12-24 13:58:04.965953,31093
250,6,2024-12-24 13:58:05.671365,19690
251,7,2024-12-24 13:58:06.392451,18295
252,8,2024-12-24 13:58:07.199990,26002
253,9,2024-12-24 13:58:07.679095,8555
254,10,2024-12-24 13:58:08.104858,21661
255,11,2024-12-24 13:58:08.448320,12222
256,12,2024-12-24 13:58:08.885883,21849
257,13,2024-12-24 13:58:09.653569,8920
258,14,2024-12-24 13:58:10.349230,48361
259,15,2024-12-24 13:58:10.711059,52412
260,16,2024-12-24 13:58:11.743680,5127
261,17,2024-12-24 13:58:12.331756,22963
262,18,2024-12-24 13:58:12.845107,1765
263,19,2024-12-24 13:58:13.549946,9267
264,20,2024-12-24 13:58:14.271933,9024
265,21,2024-12-24 13:58:14.816211,14135
266,22,2024-12-24 13:58:15.510881,8188
267,23,2024-12-24 13:58:16.082979,23588
268,24,2024-12-24 13:58:17.313571,7107
269,25,2024-12-24 13:58:17.991241,11834
270,21,2024-12-24 13:58:18.663840,14135
271,26,2024-12-24 13:58:19.202353,19846
272,1,2024-12-24 13:59:03.171080,4659
273,2,2024-12-24 13:59:04.228480,5866
274,3,2024-12-24 13:59:04.678529,23711
275,4,2024-12-24 13:59:05.184557,74763
276,5,2024-12-24 13:59:05.893786,31093
277,6,2024-12-24 13:59:06.396167,19690
278,7,2024-12-24 13:59:07.148015,18295
279,8,2024-12-24 13:59:07.991219,26002
280,9,2024-12-24 13:59:08.565611,8555
281,10,2024-12-24 13:59:09.074606,21661
282,11,2024-12-24 13:59:09.464708,12222
283,12,2024-12-24 13:59:10.064587,21849
284,13,2024-12-24 13:59:10.933695,8920
285,14,2024-12-24 13:59:11.766049,48361
286,15,2024-12-24 13:59:12.173950,52412
287,16,2024-12-24 13:59:13.175444,5127
288,17,2024-12-24 13:59:13.896466,22963
289,18,2024-12-24 13:59:14.483572,1765
290,19,2024-12-24 13:59:15.174455,9267
291,20,2024-12-24 13:59:16.001702,9024
292,21,2024-12-24 13:59:16.710756,14135
293,22,2024-12-24 13:59:17.425270,8188
294,23,2024-12-24 13:59:17.854293,23588
295,24,2024-12-24 13:59:18.733146,7107
296,25,2024-12-24 13:59:19.206799,11834
297,21,2024-12-24 13:59:19.739389,14135
298,26,2024-12-24 13:59:20.243491,19846
299,1,2024-12-24 14:00:02.830801,4660
300,2,2024-12-24 14:00:03.920419,5866
301,3,2024-12-24 14:00:04.523141,23711
302,4,2024-12-24 14:00:05.092017,74760
303,5,2024-12-24 14:00:06.003491,31093
304,6,2024-12-24 14:00:06.898845,19689
305,7,2024-12-24 14:00:07.777796,18295
306,8,2024-12-24 14:00:08.730205,26002
307,9,2024-12-24 14:00:09.237861,8555
308,10,2024-12-24 14:00:09.694135,21661
309,11,2024-12-24 14:00:10.097800,12222
310,12,2024-12-24 14:00:10.713688,21849
311,13,2024-12-24 14:00:11.523427,8920
312,14,2024-12-24 14:00:12.289049,48361
313,15,2024-12-24 14:00:12.670052,52412
314,16,2024-12-24 14:00:13.565234,5127
315,17,2024-12-24 14:00:14.093716,22963
316,18,2024-12-24 14:00:14.601746,1765
317,19,2024-12-24 14:00:15.265238,9267
318,20,2024-12-24 14:00:16.069161,9024
319,21,2024-12-24 14:00:16.696174,14135
320,22,2024-12-24 14:00:17.325138,8188
321,23,2024-12-24 14:00:17.880614,23593
322,24,2024-12-24 14:00:19.235722,7107
323,25,2024-12-24 14:00:19.985705,11834
324,21,2024-12-24 14:00:20.794270,14135
325,26,2024-12-24 14:00:21.439441,19846
326,1,2024-12-24 14:01:02.538515,4660
327,2,2024-12-24 14:01:03.774599,5867
328,3,2024-12-24 14:01:04.313514,23711
329,4,2024-12-24 14:01:04.967056,74760
330,5,2024-12-24 14:01:05.757646,31093
331,6,2024-12-24 14:01:06.441293,19689
332,7,2024-12-24 14:01:07.434828,18295
333,8,2024-12-24 14:01:08.513282,26002
334,9,2024-12-24 14:01:09.360905,8555
335,10,2024-12-24 14:01:10.090965,21661
336,11,2024-12-24 14:01:10.564141,12222
337,12,2024-12-24 14:01:11.262603,21849
338,13,2024-12-24 14:01:12.182977,8920
339,14,2024-12-24 14:01:13.103481,48361
340,15,2024-12-24 14:01:13.671270,52412
341,16,2024-12-24 14:01:14.856882,5127
342,17,2024-12-24 14:01:15.670619,22963
343,18,2024-12-24 14:01:16.212480,1765
344,19,2024-12-24 14:01:16.897947,9267
345,20,2024-12-24 14:01:17.790393,9024
346,21,2024-12-24 14:01:18.502515,14135
347,22,2024-12-24 14:01:19.532871,8188
348,23,2024-12-24 14:01:20.406120,23593
349,24,2024-12-24 14:01:21.701805,7107
350,25,2024-12-24 14:01:22.337773,11834
351,21,2024-12-24 14:01:23.066165,14135
352,26,2024-12-24 14:01:23.945399,19846
353,1,2024-12-24 14:02:02.414970,4660
354,2,2024-12-24 14:02:03.495679,5867
355,3,2024-12-24 14:02:03.986969,23711
356,4,2024-12-24 14:02:04.554351,74760
357,5,2024-12-24 14:02:05.315473,31093
358,6,2024-12-24 14:02:05.959750,19689
359,7,2024-12-24 14:02:06.803006,18295
360,8,2024-12-24 14:02:07.723429,26002
361,9,2024-12-24 14:02:08.249350,8555
362,10,2024-12-24 14:02:08.712933,21661
363,11,2024-12-24 14:02:09.129448,12222
364,12,2024-12-24 14:02:09.617903,21849
365,13,2024-12-24 14:02:10.397545,8920
366,14,2024-12-24 14:02:11.422961,48361
367,15,2024-12-24 14:02:11.943339,52413
368,16,2024-12-24 14:02:12.920471,5127
369,17,2024-12-24 14:02:13.535868,22963
370,18,2024-12-24 14:02:14.108901,1765
371,19,2024-12-24 14:02:14.792013,9267
372,20,2024-12-24 14:02:15.620465,9024
373,21,2024-12-24 14:02:16.122663,14135
374,22,2024-12-24 14:02:16.667552,8188
375,23,2024-12-24 14:02:17.159813,23593
376,24,2024-12-24 14:02:18.335576,7107
377,25,2024-12-24 14:02:19.104068,11834
378,21,2024-12-24 14:02:19.875217,14135
379,26,2024-12-24 14:02:20.561422,19846
380,1,2024-12-24 14:03:02.335420,4660
381,2,2024-12-24 14:03:03.491460,5867
382,3,2024-12-24 14:03:04.067064,23711
383,4,2024-12-24 14:03:04.752897,74760
384,5,2024-12-24 14:03:05.544651,31093
385,6,2024-12-24 14:03:06.242095,19689
386,7,2024-12-24 14:03:07.113737,18295
387,8,2024-12-24 14:03:08.012428,26002
388,9,2024-12-24 14:03:08.665347,8555
389,10,2024-12-24 14:03:09.323947,21661
390,11,2024-12-24 14:03:09.787036,12222
391,12,2024-12-24 14:03:10.377769,21849
392,13,2024-12-24 14:03:11.146115,8920
393,14,2024-12-24 14:03:11.954776,48361
394,15,2024-12-24 14:03:12.353125,52413
395,16,2024-12-24 14:03:13.287408,5127
396,17,2024-12-24 14:03:13.992878,22963
397,18,2024-12-24 14:03:14.585170,1765
398,19,2024-12-24 14:03:15.439087,9267
399,20,2024-12-24 14:03:16.324391,9024
400,21,2024-12-24 14:03:16.859863,14135
401,22,2024-12-24 14:03:17.502355,8188
402,23,2024-12-24 14:03:18.106253,23593
403,24,2024-12-24 14:03:19.013626,7107
404,25,2024-12-24 14:03:19.891097,11834
405,21,2024-12-24 14:03:20.459618,14135
406,26,2024-12-24 14:03:20.964392,19846
407,1,2024-12-24 14:04:02.339221,4660
408,2,2024-12-24 14:04:03.473035,5867
409,3,2024-12-24 14:04:04.056974,23711
410,4,2024-12-24 14:04:04.736719,74770
411,5,2024-12-24 14:04:05.524416,31093
412,6,2024-12-24 14:04:06.310181,19689
413,7,2024-12-24 14:04:07.118594,18295
414,8,2024-12-24 14:04:07.972420,26002
415,9,2024-12-24 14:04:08.519278,8555
416,10,2024-12-24 14:04:09.079742,21661
417,11,2024-12-24 14:04:09.572567,12222
418,12,2024-12-24 14:04:10.203245,21849
419,13,2024-12-24 14:04:11.218690,8920
420,14,2024-12-24 14:04:12.105395,48361
421,15,2024-12-24 14:04:12.449660,52413
422,16,2024-12-24 14:04:13.640915,5127
423,17,2024-12-24 14:04:14.152943,22963
424,18,2024-12-24 14:04:14.662655,1765
425,19,2024-12-24 14:04:15.238590,9267
426,20,2024-12-24 14:04:16.063005,9024
427,21,2024-12-24 14:04:16.555107,14135
428,22,2024-12-24 14:04:17.134736,8188
429,23,2024-12-24 14:04:17.599678,23593
430,24,2024-12-24 14:04:18.567709,7107
431,25,2024-12-24 14:04:19.060761,11834
432,21,2024-12-24 14:04:19.732863,14135
433,26,2024-12-24 14:04:20.225009,19846
434,1,2024-12-24 14:05:02.649966,4660
435,2,2024-12-24 14:05:03.814202,5867
436,3,2024-12-24 14:05:04.454385,23711
437,4,2024-12-24 14:05:05.183681,74770
438,5,2024-12-24 14:05:06.131315,31093
439,6,2024-12-24 14:05:06.946075,19689
440,7,2024-12-24 14:05:07.859652,18295
441,8,2024-12-24 14:05:08.649962,26002
442,9,2024-12-24 14:05:09.226967,8555
443,10,2024-12-24 14:05:09.870366,21661
444,11,2024-12-24 14:05:10.532104,12222
445,12,2024-12-24 14:05:11.292089,21849
446,13,2024-12-24 14:05:12.193942,8920
447,14,2024-12-24 14:05:13.148642,48361
448,15,2024-12-24 14:05:13.627620,52413
449,16,2024-12-24 14:05:14.775253,5127
450,17,2024-12-24 14:05:15.403913,22963
451,18,2024-12-24 14:05:15.980189,1765
452,19,2024-12-24 14:05:16.706848,9267
453,20,2024-12-24 14:05:17.560363,9024
454,21,2024-12-24 14:05:18.146655,14135
455,22,2024-12-24 14:05:18.840267,8188
456,23,2024-12-24 14:05:19.386566,23593
457,24,2024-12-24 14:05:20.523242,7107
458,25,2024-12-24 14:05:21.070060,11834
459,21,2024-12-24 14:05:21.667281,14135
460,26,2024-12-24 14:05:22.253052,19846
461,1,2024-12-24 14:06:02.055168,4660
462,2,2024-12-24 14:06:03.274836,5867
463,3,2024-12-24 14:06:03.808705,23711
464,4,2024-12-24 14:06:04.462548,74770
465,5,2024-12-24 14:06:05.157826,31093
466,6,2024-12-24 14:06:05.817176,19689
467,7,2024-12-24 14:06:06.677084,18295
468,8,2024-12-24 14:06:07.574303,26002
469,9,2024-12-24 14:06:08.086114,8555
470,10,2024-12-24 14:06:08.511783,21661
471,11,2024-12-24 14:06:09.006899,12222
472,12,2024-12-24 14:06:09.512171,21849
473,13,2024-12-24 14:06:10.489915,8920
474,14,2024-12-24 14:06:11.507676,48361
475,15,2024-12-24 14:06:11.918971,52413
476,16,2024-12-24 14:06:12.819952,5127
477,17,2024-12-24 14:06:13.356537,22963
478,18,2024-12-24 14:06:13.845254,1765
479,19,2024-12-24 14:06:14.413730,9267
480,20,2024-12-24 14:06:15.424566,9024
481,21,2024-12-24 14:06:16.077067,14135
482,22,2024-12-24 14:06:16.628337,8188
483,23,2024-12-24 14:06:17.077890,23593
484,24,2024-12-24 14:06:17.993295,7107
485,25,2024-12-24 14:06:18.524956,11834
486,21,2024-12-24 14:06:19.011852,14135
487,26,2024-12-24 14:06:19.528954,19846
488,1,2024-12-24 15:00:02.255892,4659
489,2,2024-12-24 15:00:03.801930,5866
490,3,2024-12-24 15:00:04.460294,23712
491,4,2024-12-24 15:00:05.309964,74757
492,5,2024-12-24 15:00:06.100373,31092
493,6,2024-12-24 15:00:06.942636,19687
494,7,2024-12-24 15:00:08.375813,18295
495,8,2024-12-24 15:00:09.238804,26002
496,9,2024-12-24 15:00:09.833619,8560
497,10,2024-12-24 15:00:10.338817,21660
498,11,2024-12-24 15:00:10.797095,12282
499,12,2024-12-24 15:00:11.342743,21852
500,13,2024-12-24 15:00:12.444393,8921
501,14,2024-12-24 15:00:13.655684,48360
502,15,2024-12-24 15:00:14.113609,52415
503,16,2024-12-24 15:00:15.616826,5127
504,17,2024-12-24 15:00:16.469784,22962
505,18,2024-12-24 15:00:17.324576,1766
506,19,2024-12-24 15:00:18.066133,9267
507,20,2024-12-24 15:00:18.955373,9023
508,21,2024-12-24 15:00:19.959530,14135
509,22,2024-12-24 15:00:21.388017,8188
510,23,2024-12-24 15:00:22.354008,23594
511,24,2024-12-24 15:00:23.802211,7107
512,25,2024-12-24 15:00:24.820577,11835
513,21,2024-12-24 15:00:26.035203,14135
514,26,2024-12-24 15:00:27.592123,19846
515,1,2024-12-24 16:00:02.500111,4666
516,2,2024-12-24 16:00:03.475556,5869
517,3,2024-12-24 16:00:04.138405,23716
518,4,2024-12-24 16:00:04.702069,74748
519,5,2024-12-24 16:00:05.388352,31094
520,6,2024-12-24 16:00:06.113522,19688
521,7,2024-12-24 16:00:07.087131,18295
522,8,2024-12-24 16:00:08.141781,26014
523,9,2024-12-24 16:00:08.789878,8566
524,10,2024-12-24 16:00:09.410801,21683
525,11,2024-12-24 16:00:10.079748,12289
526,12,2024-12-24 16:00:10.819081,21858
527,13,2024-12-24 16:00:11.746582,8929
528,14,2024-12-24 16:00:12.554088,48358
529,15,2024-12-24 16:00:12.979821,52413
530,16,2024-12-24 16:00:14.071859,5126
531,17,2024-12-24 16:00:14.738846,22963
532,18,2024-12-24 16:00:15.326321,1766
533,19,2024-12-24 16:00:16.135591,9268
534,20,2024-12-24 16:00:16.974400,9023
535,21,2024-12-24 16:00:17.612580,14134
536,22,2024-12-24 16:00:18.293365,8189
537,23,2024-12-24 16:00:18.987159,23593
538,24,2024-12-24 16:00:20.499554,7107
539,25,2024-12-24 16:00:21.349077,11835
540,21,2024-12-24 16:00:22.346110,14134
541,26,2024-12-24 16:00:22.999239,19846
542,1,2024-12-24 16:03:02.463229,4666
543,2,2024-12-24 16:03:03.615761,5869
544,3,2024-12-24 16:03:04.532279,23716
545,4,2024-12-24 16:03:05.282082,74748
546,5,2024-12-24 16:03:06.013639,31095
547,6,2024-12-24 16:03:06.573328,19688
548,7,2024-12-24 16:03:07.435349,18295
549,8,2024-12-24 16:03:08.278358,26014
550,9,2024-12-24 16:03:08.846973,8566
551,10,2024-12-24 16:03:09.355120,21683
552,11,2024-12-24 16:03:09.840628,12289
553,12,2024-12-24 16:03:10.681391,21858
554,13,2024-12-24 16:03:11.631114,8929
555,14,2024-12-24 16:03:12.547025,48358
556,15,2024-12-24 16:03:12.923479,52413
557,16,2024-12-24 16:03:13.851941,5126
558,17,2024-12-24 16:03:14.499573,22963
559,18,2024-12-24 16:03:14.969776,1766
560,19,2024-12-24 16:03:15.634553,9268
561,20,2024-12-24 16:03:16.299772,9023
562,21,2024-12-24 16:03:16.781245,14134
563,22,2024-12-24 16:03:17.345719,8189
564,23,2024-12-24 16:03:17.796278,23593
565,24,2024-12-24 16:03:18.780189,7107
566,25,2024-12-24 16:03:19.290807,11835
567,21,2024-12-24 16:03:19.846577,14134
568,26,2024-12-24 16:03:20.445488,19846
569,1,2024-12-24 16:04:02.277074,4666
570,2,2024-12-24 16:04:03.333395,5869
571,3,2024-12-24 16:04:03.988785,23716
572,4,2024-12-24 16:04:04.643067,74748
573,5,2024-12-24 16:04:05.336018,31095
574,6,2024-12-24 16:04:05.915697,19688
575,7,2024-12-24 16:04:06.745356,18295
576,8,2024-12-24 16:04:07.477292,26014
577,9,2024-12-24 16:04:08.059584,8566
578,10,2024-12-24 16:04:08.591178,21685
579,11,2024-12-24 16:04:09.219708,12289
580,12,2024-12-24 16:04:10.016859,21858
581,13,2024-12-24 16:04:11.103762,8929
582,14,2024-12-24 16:04:12.052012,48358
583,15,2024-12-24 16:04:12.836101,52413
584,16,2024-12-24 16:04:13.968084,5126
585,17,2024-12-24 16:04:14.548642,22963
586,18,2024-12-24 16:04:15.082291,1766
587,19,2024-12-24 16:04:15.740304,9268
588,20,2024-12-24 16:04:16.484140,9023
589,21,2024-12-24 16:04:16.964969,14134
590,22,2024-12-24 16:04:17.509604,8189
591,23,2024-12-24 16:04:17.965778,23593
592,24,2024-12-24 16:04:18.838720,7107
593,25,2024-12-24 16:04:19.318196,11835
594,21,2024-12-24 16:04:19.876375,14134
595,26,2024-12-24 16:04:20.361444,19846
596,1,2024-12-24 16:22:02.528914,4673
597,2,2024-12-24 16:22:03.446229,5869
598,3,2024-12-24 16:22:03.939520,23718
599,4,2024-12-24 16:22:04.465174,74748
600,5,2024-12-24 16:22:05.117446,31095
601,6,2024-12-24 16:22:05.681158,19689
602,7,2024-12-24 16:22:06.436405,18295
603,8,2024-12-24 16:22:07.186751,26014
604,9,2024-12-24 16:22:07.644333,8568
605,10,2024-12-24 16:22:08.060457,21685
606,11,2024-12-24 16:22:08.497352,12290
607,12,2024-12-24 16:22:08.947385,21858
